ASV_ID,Cluster_ID
ASV8728,691
ASV8729,1
ASV8730,1
ASV8731,149
ASV8732,662
ASV8733,-1
ASV8734,639
ASV8735,691
ASV8736,1
ASV8737,691
ASV8738,373
ASV8739,-1
ASV8740,14
ASV8741,653
ASV8742,688
ASV8743,-1
ASV8744,355
ASV8745,-1
ASV8746,-1
ASV8747,341
ASV8748,10
ASV8749,-1
ASV8750,691
ASV8751,-1
ASV8752,-1
ASV8753,-1
ASV8754,455
ASV8755,-1
ASV8756,262
ASV8757,-1
ASV8758,-1
ASV8759,305
ASV8760,212
ASV8761,-1
ASV8762,-1
ASV8763,-1
ASV8764,-1
ASV8765,-1
ASV8766,-1
ASV8767,-1
ASV8768,675
ASV8769,691
ASV8770,-1
ASV8771,300
ASV8772,660
ASV8773,-1
ASV8774,-1
ASV8775,153
ASV8776,691
ASV8777,691
ASV8778,-1
ASV8779,-1
ASV8780,317
ASV8781,691
ASV8782,691
ASV8783,372
ASV8784,374
ASV8785,465
ASV8786,691
ASV8787,691
ASV8788,-1
ASV8789,-1
ASV8790,437
ASV8791,-1
ASV8792,82
ASV8793,-1
ASV8794,344
ASV8795,74
ASV8796,618
ASV8797,296
ASV8798,1
ASV8799,172
ASV8800,605
ASV8801,-1
ASV8802,399
ASV8803,-1
ASV8804,691
ASV8805,-1
ASV8806,617
ASV8807,-1
ASV8808,150
ASV8809,-1
ASV8810,-1
ASV8811,-1
ASV8812,-1
ASV8813,261
ASV8814,-1
ASV8815,-1
ASV8816,270
ASV8817,-1
ASV8818,-1
ASV8819,-1
ASV8820,-1
ASV8821,-1
ASV8822,-1
ASV8823,396
ASV8824,186
ASV8825,168
ASV8826,-1
ASV8827,-1
ASV8828,-1
ASV8829,-1
ASV8830,506
ASV8831,-1
ASV8832,-1
ASV8833,-1
ASV8834,465
ASV8835,-1
ASV8836,-1
ASV8837,606
ASV8838,-1
ASV8839,307
ASV8840,335
ASV8841,127
ASV8842,-1
ASV8843,-1
ASV8844,-1
ASV8845,242
ASV8846,242
ASV8847,-1
ASV8848,-1
ASV8849,550
ASV8850,455
ASV8851,-1
ASV8852,13
ASV8853,-1
ASV8854,-1
ASV8855,-1
ASV8856,618
ASV8857,-1
ASV8858,-1
ASV8859,-1
ASV8860,-1
ASV8861,519
ASV8862,-1
ASV8863,-1
ASV8864,-1
ASV8865,-1
ASV8866,-1
ASV8867,-1
ASV8868,527
ASV8869,541
ASV8870,-1
ASV8871,167
ASV8872,-1
ASV8873,157
ASV8874,-1
ASV8875,691
ASV8876,-1
ASV8877,-1
ASV8878,-1
ASV8879,-1
ASV8880,550
ASV8881,-1
ASV8882,-1
ASV8883,-1
ASV8884,-1
ASV8885,-1
ASV8886,394
ASV8887,-1
ASV8888,-1
ASV8889,532
ASV8890,634
ASV8891,-1
ASV8892,-1
ASV8893,1
ASV8894,282
ASV8895,-1
ASV8896,-1
ASV8897,610
ASV8898,-1
ASV8899,295
ASV8900,-1
ASV8901,-1
ASV8902,-1
ASV8903,-1
ASV8904,595
ASV8905,-1
ASV8906,2
ASV8907,-1
ASV8908,-1
ASV8909,490
ASV8910,189
ASV8911,-1
ASV8912,691
ASV8913,-1
ASV8914,-1
ASV8915,592
ASV8916,-1
ASV8917,645
ASV8918,638
ASV8919,-1
ASV8920,691
ASV8921,691
ASV8922,691
ASV8923,691
ASV8924,691
ASV8925,205
ASV8926,691
ASV8927,1
ASV8928,638
ASV8929,542
ASV8930,691
ASV8931,691
ASV8932,196
ASV8933,1
ASV8934,517
ASV8935,659
ASV8936,691
ASV8937,268
ASV8938,-1
ASV8939,-1
ASV8940,678
ASV8941,-1
ASV8942,269
ASV8943,-1
ASV8944,-1
ASV8945,-1
ASV8946,430
ASV8947,595
ASV8948,165
ASV8949,568
ASV8950,498
ASV8951,56
ASV8952,576
ASV8953,-1
ASV8954,-1
ASV8955,-1
ASV8956,691
ASV8957,-1
ASV8958,691
ASV8959,39
ASV8960,-1
ASV8961,-1
ASV8962,-1
ASV8963,119
ASV8964,299
ASV8965,674
ASV8966,240
ASV8967,691
ASV8968,691
ASV8969,691
ASV8970,-1
ASV8971,691
ASV8972,311
ASV8973,691
ASV8974,-1
ASV8975,-1
ASV8976,-1
ASV8977,-1
ASV8978,-1
ASV8979,-1
ASV8980,-1
ASV8981,561
ASV8982,316
ASV8983,323
ASV8984,-1
ASV8985,691
ASV8986,-1
ASV8987,-1
ASV8988,99
ASV8989,621
ASV8990,-1
ASV8991,271
ASV8992,644
ASV8993,31
ASV8994,-1
ASV8995,-1
ASV8996,-1
ASV8997,-1
ASV8998,269
ASV8999,-1
ASV9000,143
ASV9001,-1
ASV9002,-1
ASV9003,-1
ASV9004,628
ASV9005,522
ASV9006,-1
ASV9007,388
ASV9008,-1
ASV9009,-1
ASV9010,-1
ASV9011,650
ASV9012,-1
ASV9013,-1
ASV9014,-1
ASV9015,-1
ASV9016,-1
ASV9017,-1
ASV9018,186
ASV9019,137
ASV9020,-1
ASV9021,-1
ASV9022,-1
ASV9023,-1
ASV9024,-1
ASV9025,-1
ASV9026,-1
ASV9027,-1
ASV9028,273
ASV9029,-1
ASV9030,-1
ASV9031,-1
ASV9032,33
ASV9033,-1
ASV9034,-1
ASV9035,-1
ASV9036,-1
ASV9037,283
ASV9038,-1
ASV9039,-1
ASV9040,-1
ASV9041,187
ASV9042,13
ASV9043,398
ASV9044,380
ASV9045,261
ASV9046,245
ASV9047,532
ASV9048,607
ASV9049,-1
ASV9050,-1
ASV9051,-1
ASV9052,-1
ASV9053,466
ASV9054,259
ASV9055,382
ASV9056,-1
ASV9057,-1
ASV9058,489
ASV9059,-1
ASV9060,317
ASV9061,547
ASV9062,-1
ASV9063,380
ASV9064,-1
ASV9065,-1
ASV9066,-1
ASV9067,-1
ASV9068,244
ASV9069,274
ASV9070,-1
ASV9071,-1
ASV9072,-1
ASV9073,279
ASV9074,-1
ASV9075,691
ASV9076,150
ASV9077,-1
ASV9078,691
ASV9079,691
ASV9080,-1
ASV9081,-1
ASV9082,232
ASV9083,611
ASV9084,691
ASV9085,-1
ASV9086,306
ASV9087,-1
ASV9088,-1
ASV9089,691
ASV9090,99
ASV9091,691
ASV9092,149
ASV9093,-1
ASV9094,-1
ASV9095,691
ASV9096,78
ASV9097,-1
ASV9098,-1
ASV9099,-1
ASV9100,639
ASV9101,1
ASV9102,691
ASV9103,501
ASV9104,-1
ASV9105,691
ASV9106,-1
ASV9107,8
ASV9108,634
ASV9109,691
ASV9110,644
ASV9111,-1
ASV9112,-1
ASV9113,-1
ASV9114,-1
ASV9115,-1
ASV9116,-1
ASV9117,-1
ASV9118,-1
ASV9119,-1
ASV9120,172
ASV9121,596
ASV9122,-1
ASV9123,-1
ASV9124,-1
ASV9125,-1
ASV9126,311
ASV9127,-1
ASV9128,212
ASV9129,324
ASV9130,-1
ASV9131,551
ASV9132,564
ASV9133,-1
ASV9134,-1
ASV9135,189
ASV9136,314
ASV9137,-1
ASV9138,-1
ASV9139,-1
ASV9140,-1
ASV9141,-1
ASV9142,-1
ASV9143,-1
ASV9144,691
ASV9145,-1
ASV9146,-1
ASV9147,-1
ASV9148,-1
ASV9149,691
ASV9150,-1
ASV9151,-1
ASV9152,691
ASV9153,3
ASV9154,678
ASV9155,-1
ASV9156,546
ASV9157,-1
ASV9158,1
ASV9159,479
ASV9160,632
ASV9161,679
ASV9162,-1
ASV9163,269
ASV9164,528
ASV9165,-1
ASV9166,-1
ASV9167,-1
ASV9168,-1
ASV9169,-1
ASV9170,-1
ASV9171,618
ASV9172,427
ASV9173,609
ASV9174,-1
ASV9175,-1
ASV9176,283
ASV9177,-1
ASV9178,-1
ASV9179,-1
ASV9180,-1
ASV9181,-1
ASV9182,358
ASV9183,-1
ASV9184,172
ASV9185,-1
ASV9186,-1
ASV9187,177
ASV9188,691
ASV9189,-1
ASV9190,-1
ASV9191,-1
ASV9192,691
ASV9193,-1
ASV9194,632
ASV9195,-1
ASV9196,-1
ASV9197,691
ASV9198,-1
ASV9199,-1
ASV9200,-1
ASV9201,-1
ASV9202,54
ASV9203,-1
ASV9204,-1
ASV9205,-1
ASV9206,-1
ASV9207,-1
ASV9208,-1
ASV9209,-1
ASV9210,-1
ASV9211,-1
ASV9212,331
ASV9213,691
ASV9214,-1
ASV9215,-1
ASV9216,-1
ASV9217,-1
ASV9218,476
ASV9219,476
ASV9220,-1
ASV9221,-1
ASV9222,-1
ASV9223,-1
ASV9224,-1
ASV9225,-1
ASV9226,-1
ASV9227,-1
ASV9228,-1
ASV9229,-1
ASV9230,-1
ASV9231,-1
ASV9232,-1
ASV9233,-1
ASV9234,25
ASV9235,-1
ASV9236,70
ASV9237,-1
ASV9238,-1
ASV9239,-1
ASV9240,-1
ASV9241,-1
ASV9242,-1
ASV9243,152
ASV9244,-1
ASV9245,-1
ASV9246,448
ASV9247,-1
ASV9248,-1
ASV9249,-1
ASV9250,619
ASV9251,-1
ASV9252,-1
ASV9253,-1
ASV9254,-1
ASV9255,403
ASV9256,-1
ASV9257,642
ASV9258,-1
ASV9259,-1
ASV9260,-1
ASV9261,-1
ASV9262,-1
ASV9263,-1
ASV9264,293
ASV9265,-1
ASV9266,-1
ASV9267,-1
ASV9268,-1
ASV9269,269
ASV9270,-1
ASV9271,-1
ASV9272,522
ASV9273,406
ASV9274,489
ASV9275,473
ASV9276,672
ASV9277,-1
ASV9278,-1
ASV9279,-1
ASV9280,94
ASV9281,-1
ASV9282,273
ASV9283,-1
ASV9284,-1
ASV9285,-1
ASV9286,-1
ASV9287,-1
ASV9288,691
ASV9289,-1
ASV9290,-1
ASV9291,-1
ASV9292,468
ASV9293,-1
ASV9294,-1
ASV9295,-1
ASV9296,472
ASV9297,-1
ASV9298,89
ASV9299,-1
ASV9300,691
ASV9301,-1
ASV9302,691
ASV9303,418
ASV9304,-1
ASV9305,206
ASV9306,-1
ASV9307,-1
ASV9308,297
ASV9309,621
ASV9310,-1
ASV9311,595
ASV9312,-1
ASV9313,-1
ASV9314,358
ASV9315,-1
ASV9316,691
ASV9317,-1
ASV9318,691
ASV9319,1
ASV9320,691
ASV9321,-1
ASV9322,-1
ASV9323,-1
ASV9324,-1
ASV9325,-1
ASV9326,-1
ASV9327,631
ASV9328,638
ASV9329,691
ASV9330,-1
ASV9331,-1
ASV9332,-1
ASV9333,-1
ASV9334,-1
ASV9335,691
ASV9336,542
ASV9337,371
ASV9338,-1
ASV9339,-1
ASV9340,594
ASV9341,305
ASV9342,316
ASV9343,-1
ASV9344,-1
ASV9345,-1
ASV9346,-1
ASV9347,576
ASV9348,-1
ASV9349,-1
ASV9350,351
ASV9351,691
ASV9352,314
ASV9353,691
ASV9354,691
ASV9355,691
ASV9356,-1
ASV9357,691
ASV9358,139
ASV9359,313
ASV9360,161
ASV9361,-1
ASV9362,691
ASV9363,99
ASV9364,-1
ASV9365,689
ASV9366,-1
ASV9367,-1
ASV9368,-1
ASV9369,-1
ASV9370,691
ASV9371,-1
ASV9372,338
ASV9373,691
ASV9374,691
ASV9375,-1
ASV9376,-1
ASV9377,-1
ASV9378,326
ASV9379,503
ASV9380,-1
ASV9381,691
ASV9382,257
ASV9383,205
ASV9384,-1
ASV9385,-1
ASV9386,-1
ASV9387,17
ASV9388,-1
ASV9389,-1
ASV9390,-1
ASV9391,-1
ASV9392,-1
ASV9393,-1
ASV9394,691
ASV9395,-1
ASV9396,380
ASV9397,-1
ASV9398,-1
ASV9399,-1
ASV9400,-1
ASV9401,203
ASV9402,-1
ASV9403,-1
ASV9404,634
ASV9405,-1
ASV9406,691
ASV9407,561
ASV9408,-1
ASV9409,-1
ASV9410,691
ASV9411,127
ASV9412,-1
ASV9413,-1
ASV9414,378
ASV9415,305
ASV9416,-1
ASV9417,539
ASV9418,-1
ASV9419,-1
ASV9420,-1
ASV9421,-1
ASV9422,-1
ASV9423,148
ASV9424,502
ASV9425,-1
ASV9426,-1
ASV9427,-1
ASV9428,328
ASV9429,-1
ASV9430,-1
ASV9431,-1
ASV9432,256
ASV9433,-1
ASV9434,539
ASV9435,-1
ASV9436,346
ASV9437,-1
ASV9438,155
ASV9439,-1
ASV9440,-1
ASV9441,-1
ASV9442,-1
ASV9443,-1
ASV9444,-1
ASV9445,147
ASV9446,-1
ASV9447,-1
ASV9448,-1
ASV9449,-1
ASV9450,-1
ASV9451,-1
ASV9452,691
ASV9453,-1
ASV9454,-1
ASV9455,-1
ASV9456,-1
ASV9457,-1
ASV9458,-1
ASV9459,242
ASV9460,363
ASV9461,-1
ASV9462,-1
ASV9463,388
ASV9464,-1
ASV9465,-1
ASV9466,394
ASV9467,516
ASV9468,-1
ASV9469,140
ASV9470,-1
ASV9471,-1
ASV9472,-1
ASV9473,-1
ASV9474,451
ASV9475,-1
ASV9476,513
ASV9477,-1
ASV9478,-1
ASV9479,88
ASV9480,-1
ASV9481,-1
ASV9482,362
ASV9483,642
ASV9484,-1
ASV9485,-1
ASV9486,-1
ASV9487,410
ASV9488,-1
ASV9489,-1
ASV9490,-1
ASV9491,-1
ASV9492,-1
ASV9493,81
ASV9494,-1
ASV9495,-1
ASV9496,-1
ASV9497,-1
ASV9498,-1
ASV9499,-1
ASV9500,-1
ASV9501,-1
ASV9502,-1
ASV9503,436
ASV9504,-1
ASV9505,-1
ASV9506,202
ASV9507,-1
ASV9508,-1
ASV9509,-1
ASV9510,538
ASV9511,691
ASV9512,691
ASV9513,531
ASV9514,-1
ASV9515,-1
ASV9516,-1
ASV9517,-1
ASV9518,-1
ASV9519,-1
ASV9520,-1
ASV9521,-1
ASV9522,468
ASV9523,-1
ASV9524,-1
ASV9525,113
ASV9526,-1
ASV9527,-1
ASV9528,634
ASV9529,-1
ASV9530,-1
ASV9531,-1
ASV9532,172
ASV9533,621
ASV9534,39
ASV9535,634
ASV9536,-1
ASV9537,2
ASV9538,-1
ASV9539,646
ASV9540,436
ASV9541,-1
ASV9542,128
ASV9543,467
ASV9544,644
ASV9545,-1
ASV9546,-1
ASV9547,-1
ASV9548,394
ASV9549,50
ASV9550,2
ASV9551,-1
ASV9552,-1
ASV9553,99
ASV9554,644
ASV9555,-1
ASV9556,1
ASV9557,345
ASV9558,-1
ASV9559,195
ASV9560,207
ASV9561,202
ASV9562,652
ASV9563,15
ASV9564,637
ASV9565,201
ASV9566,1
ASV9567,-1
ASV9568,65
ASV9569,691
ASV9570,-1
ASV9571,-1
ASV9572,691
ASV9573,-1
ASV9574,564
ASV9575,571
ASV9576,353
ASV9577,-1
ASV9578,312
ASV9579,399
ASV9580,399
ASV9581,428
ASV9582,-1
ASV9583,-1
ASV9584,649
ASV9585,318
ASV9586,-1
ASV9587,551
ASV9588,-1
ASV9589,305
ASV9590,314
ASV9591,-1
ASV9592,677
ASV9593,564
ASV9594,-1
ASV9595,691
ASV9596,-1
ASV9597,-1
ASV9598,210
ASV9599,-1
ASV9600,181
ASV9601,-1
ASV9602,237
ASV9603,-1
ASV9604,-1
ASV9605,-1
ASV9606,-1
ASV9607,145
ASV9608,-1
ASV9609,-1
ASV9610,-1
ASV9611,691
ASV9612,-1
ASV9613,-1
ASV9614,691
ASV9615,-1
ASV9616,668
ASV9617,-1
ASV9618,-1
ASV9619,691
ASV9620,-1
ASV9621,691
ASV9622,-1
ASV9623,-1
ASV9624,691
ASV9625,-1
ASV9626,-1
ASV9627,691
ASV9628,691
ASV9629,-1
ASV9630,343
ASV9631,-1
ASV9632,168
ASV9633,-1
ASV9634,322
ASV9635,-1
ASV9636,-1
ASV9637,691
ASV9638,-1
ASV9639,415
ASV9640,468
ASV9641,-1
ASV9642,-1
ASV9643,-1
ASV9644,-1
ASV9645,379
ASV9646,-1
ASV9647,-1
ASV9648,266
ASV9649,578
ASV9650,-1
ASV9651,-1
ASV9652,450
ASV9653,519
ASV9654,-1
ASV9655,-1
ASV9656,-1
ASV9657,691
ASV9658,691
ASV9659,487
ASV9660,691
ASV9661,-1
ASV9662,-1
ASV9663,-1
ASV9664,-1
ASV9665,-1
ASV9666,691
ASV9667,691
ASV9668,1
ASV9669,-1
ASV9670,70
ASV9671,-1
ASV9672,-1
ASV9673,-1
ASV9674,-1
ASV9675,297
ASV9676,168
ASV9677,473
ASV9678,-1
ASV9679,352
ASV9680,-1
ASV9681,66
ASV9682,-1
ASV9683,-1
ASV9684,-1
ASV9685,494
ASV9686,-1
ASV9687,-1
ASV9688,-1
ASV9689,406
ASV9690,-1
ASV9691,551
ASV9692,527
ASV9693,-1
ASV9694,-1
ASV9695,-1
ASV9696,-1
ASV9697,-1
ASV9698,-1
ASV9699,-1
ASV9700,-1
ASV9701,-1
ASV9702,-1
ASV9703,182
ASV9704,-1
ASV9705,-1
ASV9706,-1
ASV9707,691
ASV9708,-1
ASV9709,-1
ASV9710,55
ASV9711,691
ASV9712,-1
ASV9713,272
ASV9714,-1
ASV9715,-1
ASV9716,-1
ASV9717,541
ASV9718,-1
ASV9719,-1
ASV9720,-1
ASV9721,355
ASV9722,-1
ASV9723,-1
ASV9724,-1
ASV9725,380
ASV9726,251
ASV9727,-1
ASV9728,153
ASV9729,-1
ASV9730,-1
ASV9731,-1
ASV9732,-1
ASV9733,-1
ASV9734,-1
ASV9735,691
ASV9736,-1
ASV9737,-1
ASV9738,-1
ASV9739,-1
ASV9740,-1
ASV9741,-1
ASV9742,186
ASV9743,691
ASV9744,246
ASV9745,-1
ASV9746,-1
ASV9747,-1
ASV9748,-1
ASV9749,-1
ASV9750,484
ASV9751,-1
ASV9752,-1
ASV9753,13
ASV9754,-1
ASV9755,601
ASV9756,408
ASV9757,-1
ASV9758,-1
ASV9759,691
ASV9760,691
ASV9761,-1
ASV9762,663
ASV9763,283
ASV9764,-1
ASV9765,180
ASV9766,-1
ASV9767,556
ASV9768,-1
ASV9769,-1
ASV9770,-1
ASV9771,-1
ASV9772,-1
ASV9773,132
ASV9774,-1
ASV9775,-1
ASV9776,-1
ASV9777,539
ASV9778,-1
ASV9779,691
ASV9780,-1
ASV9781,-1
ASV9782,-1
ASV9783,-1
ASV9784,-1
ASV9785,-1
ASV9786,599
ASV9787,-1
ASV9788,498
ASV9789,425
ASV9790,-1
ASV9791,-1
ASV9792,691
ASV9793,-1
ASV9794,-1
ASV9795,691
ASV9796,-1
ASV9797,617
ASV9798,-1
ASV9799,501
ASV9800,691
ASV9801,-1
ASV9802,2
ASV9803,39
ASV9804,642
ASV9805,-1
ASV9806,-1
ASV9807,-1
ASV9808,258
ASV9809,480
ASV9810,575
ASV9811,206
ASV9812,394
ASV9813,-1
ASV9814,-1
ASV9815,-1
ASV9816,655
ASV9817,662
ASV9818,644
ASV9819,542
ASV9820,542
ASV9821,206
ASV9822,582
ASV9823,691
ASV9824,345
ASV9825,-1
ASV9826,691
ASV9827,655
ASV9828,-1
ASV9829,-1
ASV9830,15
ASV9831,691
ASV9832,-1
ASV9833,635
ASV9834,208
ASV9835,-1
ASV9836,71
ASV9837,-1
ASV9838,691
ASV9839,691
ASV9840,-1
ASV9841,691
ASV9842,560
ASV9843,38
ASV9844,687
ASV9845,636
ASV9846,208
ASV9847,691
ASV9848,691
ASV9849,-1
ASV9850,-1
ASV9851,-1
ASV9852,96
ASV9853,14
ASV9854,659
ASV9855,-1
ASV9856,-1
ASV9857,-1
ASV9858,-1
ASV9859,-1
ASV9860,-1
ASV9861,518
ASV9862,-1
ASV9863,553
ASV9864,-1
ASV9865,468
ASV9866,14
ASV9867,691
ASV9868,354
ASV9869,691
ASV9870,189
ASV9871,-1
ASV9872,-1
ASV9873,430
ASV9874,312
ASV9875,437
ASV9876,-1
ASV9877,263
ASV9878,-1
ASV9879,-1
ASV9880,-1
ASV9881,682
ASV9882,548
ASV9883,-1
ASV9884,-1
ASV9885,691
ASV9886,-1
ASV9887,-1
ASV9888,120
ASV9889,-1
ASV9890,-1
ASV9891,-1
ASV9892,-1
ASV9893,-1
ASV9894,-1
ASV9895,-1
ASV9896,-1
ASV9897,691
ASV9898,-1
ASV9899,-1
ASV9900,-1
ASV9901,192
ASV9902,691
ASV9903,691
ASV9904,691
ASV9905,-1
ASV9906,-1
ASV9907,-1
ASV9908,484
ASV9909,-1
ASV9910,-1
ASV9911,-1
ASV9912,-1
ASV9913,39
ASV9914,-1
ASV9915,-1
ASV9916,239
ASV9917,421
ASV9918,-1
ASV9919,-1
ASV9920,558
ASV9921,629
ASV9922,659
ASV9923,584
ASV9924,609
ASV9925,-1
ASV9926,-1
ASV9927,-1
ASV9928,445
ASV9929,611
ASV9930,-1
ASV9931,627
ASV9932,-1
ASV9933,691
ASV9934,-1
ASV9935,359
ASV9936,-1
ASV9937,342
ASV9938,-1
ASV9939,-1
ASV9940,630
ASV9941,-1
ASV9942,691
ASV9943,-1
ASV9944,420
ASV9945,38
ASV9946,-1
ASV9947,-1
ASV9948,-1
ASV9949,240
ASV9950,623
ASV9951,-1
ASV9952,-1
ASV9953,-1
ASV9954,547
ASV9955,-1
ASV9956,374
ASV9957,-1
ASV9958,-1
ASV9959,-1
ASV9960,-1
ASV9961,-1
ASV9962,-1
ASV9963,-1
ASV9964,-1
ASV9965,271
ASV9966,-1
ASV9967,-1
ASV9968,-1
ASV9969,-1
ASV9970,-1
ASV9971,-1
ASV9972,100
ASV9973,163
ASV9974,-1
ASV9975,534
ASV9976,-1
ASV9977,624
ASV9978,329
ASV9979,-1
ASV9980,-1
ASV9981,499
ASV9982,-1
ASV9983,-1
ASV9984,-1
ASV9985,-1
ASV9986,-1
ASV9987,-1
ASV9988,20
ASV9989,-1
ASV9990,372
ASV9991,251
ASV9992,-1
ASV9993,-1
ASV9994,-1
ASV9995,424
ASV9996,691
ASV9997,691
ASV9998,330
ASV9999,-1
ASV10000,-1
ASV10001,691
ASV10002,-1
ASV10003,-1
ASV10004,688
ASV10005,-1
ASV10006,-1
ASV10007,370
ASV10008,-1
ASV10009,-1
ASV10010,-1
ASV10011,614
ASV10012,-1
ASV10013,-1
ASV10014,580
ASV10015,-1
ASV10016,-1
ASV10017,-1
ASV10018,-1
ASV10019,-1
ASV10020,-1
ASV10021,607
ASV10022,-1
ASV10023,398
ASV10024,-1
ASV10025,308
ASV10026,408
ASV10027,514
ASV10028,-1
ASV10029,424
ASV10030,372
ASV10031,424
ASV10032,673
ASV10033,-1
ASV10034,-1
ASV10035,-1
ASV10036,180
ASV10037,153
ASV10038,-1
ASV10039,331
ASV10040,-1
ASV10041,-1
ASV10042,-1
ASV10043,-1
ASV10044,-1
ASV10045,157
ASV10046,-1
ASV10047,-1
ASV10048,602
ASV10049,-1
ASV10050,-1
ASV10051,460
ASV10052,462
ASV10053,-1
ASV10054,-1
ASV10055,-1
ASV10056,-1
ASV10057,81
ASV10058,-1
ASV10059,-1
ASV10060,-1
ASV10061,238
ASV10062,-1
ASV10063,-1
ASV10064,350
ASV10065,-1
ASV10066,412
ASV10067,-1
ASV10068,-1
ASV10069,-1
ASV10070,655
ASV10071,70
ASV10072,-1
ASV10073,-1
ASV10074,396
ASV10075,-1
ASV10076,-1
ASV10077,505
ASV10078,-1
ASV10079,-1
ASV10080,488
ASV10081,-1
ASV10082,-1
ASV10083,-1
ASV10084,-1
ASV10085,636
ASV10086,38
ASV10087,-1
ASV10088,691
ASV10089,670
ASV10090,-1
ASV10091,691
ASV10092,-1
ASV10093,534
ASV10094,-1
ASV10095,-1
ASV10096,127
ASV10097,-1
ASV10098,-1
ASV10099,29
ASV10100,-1
ASV10101,-1
ASV10102,-1
ASV10103,-1
ASV10104,-1
ASV10105,-1
ASV10106,-1
ASV10107,200
ASV10108,-1
ASV10109,605
ASV10110,-1
ASV10111,-1
ASV10112,-1
ASV10113,-1
ASV10114,-1
ASV10115,386
ASV10116,691
ASV10117,17
ASV10118,-1
ASV10119,570
ASV10120,-1
ASV10121,-1
ASV10122,-1
ASV10123,-1
ASV10124,-1
ASV10125,210
ASV10126,-1
ASV10127,634
ASV10128,593
ASV10129,690
ASV10130,585
ASV10131,636
ASV10132,637
ASV10133,-1
ASV10134,29
ASV10135,-1
ASV10136,1
ASV10137,-1
ASV10138,659
ASV10139,691
ASV10140,-1
ASV10141,554
ASV10142,691
ASV10143,-1
ASV10144,659
ASV10145,569
ASV10146,-1
ASV10147,691
ASV10148,-1
ASV10149,494
ASV10150,-1
ASV10151,-1
ASV10152,-1
ASV10153,419
ASV10154,-1
ASV10155,393
ASV10156,691
ASV10157,-1
ASV10158,-1
ASV10159,-1
ASV10160,691
ASV10161,691
ASV10162,680
ASV10163,691
ASV10164,-1
ASV10165,-1
ASV10166,-1
ASV10167,121
ASV10168,-1
ASV10169,359
ASV10170,647
ASV10171,-1
ASV10172,-1
ASV10173,-1
ASV10174,-1
ASV10175,205
ASV10176,-1
ASV10177,638
ASV10178,691
ASV10179,46
ASV10180,468
ASV10181,-1
ASV10182,-1
ASV10183,691
ASV10184,-1
ASV10185,447
ASV10186,-1
ASV10187,-1
ASV10188,652
ASV10189,145
ASV10190,71
ASV10191,153
ASV10192,378
ASV10193,-1
ASV10194,-1
ASV10195,-1
ASV10196,289
ASV10197,-1
ASV10198,623
ASV10199,-1
ASV10200,-1
ASV10201,300
ASV10202,-1
ASV10203,468
ASV10204,-1
ASV10205,662
ASV10206,617
ASV10207,-1
ASV10208,369
ASV10209,-1
ASV10210,-1
ASV10211,310
ASV10212,691
ASV10213,500
ASV10214,-1
ASV10215,437
ASV10216,-1
ASV10217,-1
ASV10218,-1
ASV10219,691
ASV10220,-1
ASV10221,131
ASV10222,-1
ASV10223,-1
ASV10224,-1
ASV10225,-1
ASV10226,691
ASV10227,-1
ASV10228,-1
ASV10229,691
ASV10230,-1
ASV10231,-1
ASV10232,-1
ASV10233,666
ASV10234,-1
ASV10235,628
ASV10236,649
ASV10237,262
ASV10238,-1
ASV10239,-1
ASV10240,691
ASV10241,-1
ASV10242,691
ASV10243,666
ASV10244,304
ASV10245,691
ASV10246,691
ASV10247,595
ASV10248,-1
ASV10249,-1
ASV10250,99
ASV10251,691
ASV10252,-1
ASV10253,-1
ASV10254,583
ASV10255,-1
ASV10256,659
ASV10257,17
ASV10258,-1
ASV10259,-1
ASV10260,691
ASV10261,115
ASV10262,-1
ASV10263,-1
ASV10264,393
ASV10265,-1
ASV10266,17
ASV10267,-1
ASV10268,257
ASV10269,-1
ASV10270,19
ASV10271,173
ASV10272,177
ASV10273,265
ASV10274,-1
ASV10275,-1
ASV10276,652
ASV10277,659
ASV10278,342
ASV10279,-1
ASV10280,-1
ASV10281,-1
ASV10282,610
ASV10283,-1
ASV10284,-1
ASV10285,-1
ASV10286,-1
ASV10287,249
ASV10288,-1
ASV10289,-1
ASV10290,-1
ASV10291,-1
ASV10292,353
ASV10293,-1
ASV10294,532
ASV10295,419
ASV10296,-1
ASV10297,-1
ASV10298,-1
ASV10299,-1
ASV10300,-1
ASV10301,691
ASV10302,-1
ASV10303,15
ASV10304,359
ASV10305,419
ASV10306,621
ASV10307,641
ASV10308,-1
ASV10309,691
ASV10310,380
ASV10311,-1
ASV10312,-1
ASV10313,339
ASV10314,-1
ASV10315,691
ASV10316,592
ASV10317,42
ASV10318,-1
ASV10319,572
ASV10320,-1
ASV10321,-1
ASV10322,-1
ASV10323,-1
ASV10324,31
ASV10325,-1
ASV10326,-1
ASV10327,-1
ASV10328,380
ASV10329,-1
ASV10330,-1
ASV10331,-1
ASV10332,-1
ASV10333,-1
ASV10334,-1
ASV10335,-1
ASV10336,-1
ASV10337,691
ASV10338,678
ASV10339,-1
ASV10340,-1
ASV10341,-1
ASV10342,-1
ASV10343,-1
ASV10344,-1
ASV10345,170
ASV10346,-1
ASV10347,268
ASV10348,104
ASV10349,-1
ASV10350,-1
ASV10351,-1
ASV10352,186
ASV10353,285
ASV10354,-1
ASV10355,158
ASV10356,-1
ASV10357,633
ASV10358,-1
